ID_Tramite,Tipo_Tramite,Facultad,Semestre,Dia_Semana,Hora_Solicitud,Numero_Solicitudes,Personal_Disponible,Tiempo_Promedio_Atencion,Modalidad,Sistema_Caido,Carga_Por_Personal,Hora_Pico,Indice_Demanda,Riesgo_Congestion,Congestion,Tiempo_por_Solicitud,Nivel_Congestion
160,Certificado,Arquitectura,2025-I,Lunes,8,0.4636363636363636,1.0,0.5,Presencial,0,0.08644067796610169,1,0.06181454911357401,Bajo,0,0.246,Baja
161,Matrícula,Administración,2025-I,Jueves,13,0.9363636363636362,0.75,0.8500000000000001,Presencial,0,0.22237288135593217,0,0.2205314936404636,Alto,1,0.195,Alta
162,Pago,Medicina,2025-II,Viernes,16,0.07272727272727272,0.75,0.65,Presencial,0,0.021186440677966104,1,0.02489521424072854,Bajo,0,1.0,Baja
163,Certificado,Arquitectura,2025-I,Jueves,11,0.4,0.375,0.25,Presencial,0,0.16610169491525423,1,0.07375903980772988,Bajo,0,0.185,Baja
164,Pago,Ingeniería,2025-I,Jueves,14,0.38181818181818183,0.625,0.4,Presencial,0,0.10898305084745762,1,0.06548476534505099,Bajo,0,0.25,Baja
165,Constancia,Medicina,2025-I,Jueves,10,0.7181818181818181,0.875,0.0,Presencial,1,0.15067796610169493,1,0.03136695647138027,Bajo,1,0.056,Alta
166,Certificado,Medicina,2025-II,Jueves,7,0.027272727272727268,0.375,0.65,Virtual,0,0.02711864406779661,0,0.02945583796031533,Bajo,0,1.385,Baja
167,Certificado,Educación,2025-I,Martes,8,0.054545454545454536,0.75,0.3500000000000001,Presencial,0,0.01694915254237288,1,0.012950723546572656,Bajo,0,0.75,Baja
168,Matrícula,Arquitectura,2025-II,Martes,9,0.6181818181818182,0.125,0.050000000000000044,Presencial,0,0.423728813559322,1,0.10850664909981973,Medio,1,0.077,Alta
169,Matrícula,Administración,2025-I,Lunes,9,0.11818181818181817,0.75,0.050000000000000044,Presencial,0,0.031864406779661014,1,0.00806434098987252,Bajo,0,0.261,Baja
170,Matrícula,Educación,2025-II,Viernes,8,0.13636363636363635,0.0,0.2,Presencial,1,0.19491525423728812,1,0.07701662817886332,Bajo,1,0.36,Alta
171,Matrícula,Derecho,2025-I,Lunes,9,0.509090909090909,0.0,0.8500000000000001,Presencial,0,0.5423728813559322,1,0.5211345094433867,Alto,1,0.333,Alta
172,Pago,Administración,2025-II,Miércoles,14,0.027272727272727268,0.25,0.65,Virtual,0,0.03813559322033898,1,0.03792556772526223,Bajo,0,1.385,Baja
173,Matrícula,Derecho,2025-II,Viernes,8,0.22727272727272727,0.875,0.9500000000000002,Virtual,0,0.04898305084745763,1,0.06313930171783493,Bajo,0,0.686,Baja
174,Homologación,Ingeniería,2025-I,Miércoles,11,0.15454545454545454,0.0,0.2,Presencial,0,0.211864406779661,1,0.08353180492113016,Bajo,1,0.333,Alta
175,Matrícula,Administración,2025-II,Martes,10,0.7272727272727272,0.75,0.10000000000000003,Presencial,0,0.17372881355932202,1,0.052584715395362636,Bajo,1,0.078,Alta
176,Matrícula,Arquitectura,2025-I,Miércoles,15,0.32727272727272727,0.375,0.45000000000000007,Presencial,0,0.1389830508474576,1,0.0888163371676355,Bajo,0,0.304,Baja
177,Retiro,Educación,2025-I,Viernes,8,0.509090909090909,0.625,1.0,Presencial,0,0.14288135593220339,1,0.16620939778049645,Medio,0,0.379,Baja
178,Certificado,Educación,2025-II,Viernes,9,0.04545454545454544,0.125,0.65,Presencial,0,0.06779661016949153,1,0.060728686323196196,Bajo,1,1.2,Alta
179,Certificado,Arquitectura,2025-I,Jueves,14,0.20909090909090908,1.0,0.0,Virtual,0,0.03898305084745762,1,0.0075214095946836155,Bajo,0,0.152,Baja
180,Matrícula,Ingeniería,2025-II,Jueves,13,0.9909090909090909,0.625,0.15000000000000002,Presencial,0,0.2711864406779661,0,0.09402847856144897,Bajo,1,0.067,Alta
181,Constancia,Administración,2025-I,Lunes,10,0.15454545454545454,0.5,0.9000000000000001,Presencial,0,0.05932203389830509,1,0.07050145143659646,Bajo,0,0.852,Baja
182,Homologación,Medicina,2025-I,Martes,15,0.4,0.75,0.050000000000000044,Presencial,0,0.09745762711864407,1,0.02489521424072854,Bajo,0,0.111,Baja
183,Constancia,Medicina,2025-II,Martes,10,0.509090909090909,0.625,0.6000000000000001,Presencial,0,0.14288135593220339,1,0.11161221668030026,Medio,0,0.258,Baja
184,Constancia,Medicina,2025-I,Martes,11,0.20909090909090908,0.0,1.0,Virtual,0,0.2627118644067796,1,0.29418918625442486,Alto,1,0.758,Alta
185,Pago,Medicina,2025-II,Martes,13,0.9090909090909091,0.5,0.8500000000000001,Presencial,0,0.293728813559322,0,0.2875509450625819,Alto,1,0.2,Alta
186,Pago,Administración,2025-II,Lunes,15,0.4,0.375,0.25,Presencial,0,0.16610169491525423,1,0.07375903980772988,Bajo,0,0.185,Baja
187,Certificado,Administración,2025-II,Miércoles,9,0.7363636363636363,0.5,0.15000000000000002,Presencial,0,0.24016949152542372,1,0.083408740471554,Bajo,1,0.088,Alta
188,Retiro,Educación,2025-II,Martes,16,0.509090909090909,0.625,0.6000000000000001,Presencial,0,0.14288135593220339,1,0.11161221668030026,Medio,0,0.258,Baja
189,Certificado,Medicina,2025-II,Martes,12,0.03636363636363635,0.75,0.55,Presencial,0,0.012711864406779662,0,0.015846357654246808,Bajo,0,1.143,Baja
190,Homologación,Ingeniería,2025-I,Viernes,14,0.8454545454545453,0.375,0.10000000000000003,Virtual,0,0.3322033898305085,1,0.09996452848218097,Bajo,1,0.068,Alta
191,Certificado,Ingeniería,2025-I,Lunes,10,0.12727272727272726,0.75,0.050000000000000044,Virtual,0,0.03389830508474577,1,0.008607272385061423,Bajo,0,0.25,Baja
192,Matrícula,Educación,2025-I,Miércoles,15,0.3545454545454545,1.0,0.050000000000000044,Presencial,0,0.06610169491525425,1,0.016859829591932763,Bajo,0,0.122,Baja
193,Homologación,Arquitectura,2025-II,Miércoles,18,0.7454545454545454,0.75,0.6000000000000001,Presencial,0,0.17796610169491525,0,0.13710103591310202,Medio,1,0.185,Alta
194,Certificado,Medicina,2025-II,Miércoles,17,0.04545454545454544,0.0,0.050000000000000044,Presencial,0,0.11016949152542373,0,0.028152802611861965,Bajo,1,0.4,Alta
195,Homologación,Educación,2025-I,Lunes,9,0.054545454545454536,0.75,0.2,Virtual,0,0.01694915254237288,1,0.008607272385061423,Bajo,0,0.562,Baja
196,Constancia,Educación,2025-I,Miércoles,11,0.06363636363636363,0.5,0.55,Presencial,0,0.031016949152542373,1,0.028391692425745078,Bajo,0,0.941,Baja
197,Constancia,Derecho,2025-II,Lunes,9,0.3363636363636363,1.0,1.0,Presencial,0,0.06271186440677967,1,0.080636170813456,Bajo,0,0.532,Baja
198,Homologación,Educación,2025-I,Miércoles,8,0.12727272727272726,0.25,0.10000000000000003,Presencial,0,0.08474576271186442,1,0.02598107703110635,Bajo,0,0.292,Baja
199,Certificado,Educación,2025-I,Jueves,13,0.018181818181818174,0.25,0.75,Presencial,1,0.03389830508474577,0,0.03901143051564004,Bajo,1,1.667,Alta
200,Retiro,Arquitectura,2025-II,Viernes,12,0.5909090909090908,0.125,0.65,Virtual,0,0.4067796610169491,0,0.3213357560138701,Alto,1,0.24,Alta
201,Constancia,Educación,2025-II,Viernes,14,0.4181818181818181,0.25,0.9500000000000002,Presencial,0,0.22033898305084745,1,0.23881018394515668,Alto,1,0.429,Alta
202,Matrícula,Medicina,2025-I,Lunes,9,0.1818181818181818,0.875,0.7000000000000001,Presencial,0,0.039491525423728815,1,0.041422045910278774,Bajo,0,0.633,Baja
203,Constancia,Medicina,2025-I,Miércoles,10,0.9454545454545454,0.125,0.55,Presencial,0,0.6271186440677966,1,0.43571330326699914,Alto,1,0.14,Alta
204,Pago,Medicina,2025-I,Martes,15,0.8909090909090909,0.125,0.7000000000000001,Presencial,0,0.5932203389830509,1,0.49073035131280807,Alto,1,0.176,Alta
205,Matrícula,Derecho,2025-II,Viernes,10,0.6727272727272726,0.125,0.10000000000000003,Presencial,0,0.4576271186440678,1,0.1374629901765613,Medio,1,0.083,Alta
206,Certificado,Administración,2025-I,Viernes,11,0.15454545454545454,0.125,0.0,Presencial,0,0.13559322033898305,1,0.028152802611861965,Bajo,1,0.185,Alta
207,Pago,Arquitectura,2025-I,Lunes,17,0.07272727272727272,0.625,0.7000000000000001,Presencial,0,0.026610169491525424,0,0.03094708952576752,Bajo,0,1.056,Baja
208,Certificado,Ingeniería,2025-I,Miércoles,16,0.9454545454545454,0.875,0.75,Virtual,1,0.19779661016949152,1,0.17896466602480113,Alto,1,0.175,Alta
209,Matrícula,Educación,2025-I,Lunes,9,0.06363636363636363,0.25,0.050000000000000044,Presencial,0,0.05508474576271187,1,0.014036586336950464,Bajo,0,0.353,Baja
210,Retiro,Medicina,2025-I,Martes,9,0.44545454545454544,0.875,0.7000000000000001,Virtual,0,0.09423728813559322,1,0.08574696501350089,Bajo,0,0.322,Baja
211,Certificado,Educación,2025-II,Miércoles,15,0.3090909090909091,0.75,0.30000000000000004,Presencial,0,0.07627118644067797,1,0.03937338477909931,Bajo,0,0.25,Baja
212,Pago,Educación,2025-I,Miércoles,8,0.3181818181818181,0.375,0.75,Virtual,0,0.13559322033898305,1,0.12588045374586468,Medio,0,0.444,Baja
213,Certificado,Derecho,2025-II,Jueves,14,0.5454545454545454,0.625,0.10000000000000003,Virtual,0,0.15254237288135591,1,0.046250515784825426,Bajo,0,0.1,Baja
214,Constancia,Arquitectura,2025-II,Lunes,13,0.42727272727272725,0.25,0.2,Presencial,0,0.22457627118644066,0,0.0884181874778303,Bajo,0,0.158,Baja
215,Matrícula,Educación,2025-II,Miércoles,12,0.8909090909090909,0.375,0.9000000000000001,Presencial,0,0.34915254237288135,0,0.35521467507365767,Alto,1,0.213,Alta
216,Homologación,Arquitectura,2025-I,Jueves,12,0.4999999999999999,0.75,0.9500000000000002,Virtual,0,0.12067796610169491,0,0.13673908164964274,Medio,0,0.369,Baja
217,Retiro,Medicina,2025-I,Jueves,7,0.9999999999999999,0.375,0.10000000000000003,Presencial,0,0.3898305084745763,0,0.1171935514228422,Medio,1,0.058,Alta
218,Retiro,Derecho,2025-I,Martes,7,0.23636363636363636,0.875,0.7000000000000001,Presencial,0,0.05084745762711865,0,0.05059396694633665,Bajo,0,0.528,Baja
219,Retiro,Administración,2025-I,Viernes,10,0.027272727272727268,0.875,0.3500000000000001,Presencial,0,0.007457627118644068,1,0.008122253672026,Bajo,0,0.923,Baja
220,Matrícula,Administración,2025-II,Jueves,16,0.2545454545454545,0.625,0.050000000000000044,Presencial,0,0.07508474576271186,1,0.01915461962226453,Bajo,0,0.158,Baja
221,Matrícula,Arquitectura,2025-II,Jueves,14,0.6727272727272726,0.25,0.2,Presencial,0,0.3389830508474576,1,0.13239563048813152,Medio,1,0.107,Alta
222,Matrícula,Derecho,2025-I,Jueves,17,0.34545454545454546,0.375,0.3500000000000001,Virtual,0,0.14576271186440676,0,0.07897118120154337,Bajo,0,0.25,Baja
223,Homologación,Medicina,2025-I,Martes,7,0.4363636363636363,1.0,0.2,Presencial,0,0.08135593220338982,0,0.03336494400567544,Bajo,0,0.155,Baja
224,Certificado,Educación,2025-II,Lunes,9,0.4999999999999999,0.125,0.0,Presencial,0,0.3503389830508475,1,0.073997929621613,Bajo,1,0.077,Alta
225,Pago,Arquitectura,2025-I,Miércoles,18,0.7909090909090908,1.0,1.0,Presencial,0,0.14745762711864405,0,0.17112473667827333,Medio,1,0.258,Alta
226,Matrícula,Arquitectura,2025-I,Miércoles,10,0.7181818181818181,0.125,0.7000000000000001,Presencial,0,0.4859322033898305,1,0.4036224382687003,Alto,1,0.213,Alta
227,Pago,Medicina,2025-I,Viernes,17,0.06363636363636363,0.375,0.5,Presencial,0,0.04067796610169491,0,0.032496253773373195,Bajo,0,0.882,Baja
228,Constancia,Educación,2025-I,Martes,13,0.9272727272727271,0.875,0.2,Presencial,0,0.19389830508474573,0,0.07665467391540404,Bajo,1,0.08,Alta
229,Matrícula,Administración,2025-I,Jueves,12,0.7636363636363636,0.375,0.050000000000000044,Presencial,0,0.3016949152542373,0,0.07723380073693888,Bajo,1,0.064,Alta
230,Matrícula,Medicina,2025-II,Jueves,15,0.018181818181818174,0.625,1.0,Virtual,0,0.012033898305084743,1,0.02660363836425629,Bajo,0,2.083,Baja
231,Certificado,Medicina,2025-I,Martes,15,0.09090909090909091,0.375,0.5,Presencial,0,0.05084745762711865,1,0.03901143051564004,Bajo,0,0.75,Baja
232,Certificado,Educación,2025-II,Jueves,11,0.6,0.75,0.65,Virtual,0,0.14406779661016947,1,0.11936527700359781,Medio,1,0.237,Alta
233,Matrícula,Ingeniería,2025-II,Miércoles,13,0.6636363636363636,1.0,0.9000000000000001,Presencial,0,0.12372881355932204,0,0.13377105668927675,Medio,1,0.277,Alta
234,Certificado,Medicina,2025-II,Martes,10,0.9090909090909091,0.625,0.30000000000000004,Virtual,0,0.2493220338983051,1,0.1207117468636663,Medio,1,0.1,Alta
235,Matrícula,Medicina,2025-II,Viernes,18,0.24545454545454545,0.125,0.2,Presencial,0,0.19203389830508474,0,0.0759307653884855,Bajo,1,0.243,Alta
236,Constancia,Derecho,2025-II,Viernes,11,0.9636363636363635,0.875,0.10000000000000003,Presencial,0,0.20152542372881355,1,0.060887946199118276,Bajo,1,0.06,Alta
237,Certificado,Administración,2025-I,Viernes,16,0.14545454545454545,0.75,0.65,Presencial,0,0.03813559322033898,1,0.03792556772526223,Bajo,0,0.692,Baja
238,Retiro,Arquitectura,2025-II,Lunes,18,0.3181818181818181,0.75,1.0,Presencial,0,0.07830508474576271,0,0.09737293595581262,Bajo,0,0.556,Baja
239,Pago,Derecho,2025-I,Viernes,10,0.36363636363636365,0.25,0.10000000000000003,Presencial,0,0.19491525423728812,1,0.05891891500589985,Bajo,0,0.14,Baja
240,Pago,Medicina,2025-I,Jueves,12,0.6545454545454544,0.875,0.9000000000000001,Virtual,0,0.13745762711864404,0,0.14727918980157667,Medio,1,0.28,Alta
241,Certificado,Educación,2025-I,Miércoles,17,0.027272727272727268,0.375,0.9000000000000001,Virtual,0,0.02711864406779661,0,0.03886664881025633,Bajo,0,1.769,Baja
242,Constancia,Administración,2025-I,Martes,15,0.4181818181818181,0.75,1.0,Presencial,0,0.1016949152542373,1,0.12226091111127198,Medio,0,0.446,Baja
243,Homologación,Derecho,2025-I,Viernes,17,0.7727272727272727,0.875,0.050000000000000044,Presencial,0,0.16203389830508474,0,0.041422045910278774,Bajo,1,0.063,Alta
244,Certificado,Ingeniería,2025-II,Lunes,9,0.5545454545454545,1.0,0.5,Presencial,1,0.10338983050847457,1,0.07267317701735208,Bajo,1,0.211,Alta
245,Retiro,Administración,2025-I,Jueves,13,0.49090909090909085,0.25,0.050000000000000044,Presencial,0,0.2542372881355932,0,0.06507213748470743,Bajo,0,0.094,Baja
246,Homologación,Ingeniería,2025-II,Lunes,12,0.00909090909090908,0.125,0.10000000000000003,Presencial,0,0.04525423728813559,0,0.014159650786526614,Bajo,1,0.636,Alta
247,Matrícula,Administración,2025-II,Viernes,8,0.08181818181818182,0.0,0.75,Presencial,0,0.14406779661016947,1,0.13311953901505005,Medio,1,1.053,Alta
248,Constancia,Arquitectura,2025-I,Viernes,11,0.5727272727272726,0.0,0.15000000000000002,Presencial,0,0.6016949152542374,1,0.206958208760741,Alto,1,0.11,Alta
249,Constancia,Arquitectura,2025-I,Miércoles,9,0.3181818181818181,0.25,0.65,Presencial,0,0.17372881355932202,1,0.1421683956015318,Medio,0,0.4,Baja
250,Certificado,Medicina,2025-II,Jueves,12,0.5909090909090908,0.75,0.9000000000000001,Presencial,0,0.14203389830508475,0,0.151666075474703,Medio,1,0.307,Alta
251,Pago,Ingeniería,2025-I,Miércoles,13,0.8909090909090909,1.0,0.7000000000000001,Virtual,1,0.16610169491525423,0,0.14412294862421185,Medio,1,0.176,Alta
252,Pago,Ingeniería,2025-I,Viernes,13,0.9181818181818181,0.125,0.65,Presencial,0,0.6101694915254238,0,0.4776999978282744,Alto,1,0.162,Alta
253,Retiro,Administración,2025-II,Jueves,7,0.7727272727272727,0.0,0.4,Presencial,0,0.788135593220339,0,0.44259043427272526,Alto,1,0.137,Alta
254,Certificado,Educación,2025-II,Lunes,7,0.21818181818181817,0.0,0.8,Virtual,1,0.2711864406779661,0,0.254012263010446,Alto,1,0.618,Alta
255,Homologación,Ingeniería,2025-II,Jueves,16,0.23636363636363636,0.25,0.75,Presencial,0,0.13559322033898305,1,0.12588045374586468,Medio,0,0.556,Baja
256,Retiro,Derecho,2025-I,Miércoles,13,0.8545454545454545,0.125,0.10000000000000003,Presencial,0,0.570677966101695,0,0.17124780112784949,Medio,1,0.067,Alta
257,Retiro,Derecho,2025-II,Lunes,16,0.32727272727272727,0.625,0.8,Presencial,0,0.09440677966101696,1,0.09547629561528605,Bajo,0,0.457,Baja
258,Matrícula,Arquitectura,2025-II,Miércoles,11,0.07272727272727272,0.0,0.6000000000000001,Virtual,0,0.13559322033898305,1,0.10633492351906412,Medio,1,0.944,Alta
259,Matrícula,Arquitectura,2025-I,Martes,9,0.00909090909090908,0.625,0.7000000000000001,Presencial,0,0.009661016949152543,1,0.01719282751431529,Bajo,0,1.727,Baja
260,Pago,Arquitectura,2025-II,Lunes,10,0.28181818181818175,0.5,0.75,Presencial,0,0.09881355932203391,1,0.09451349727448438,Bajo,0,0.488,Baja
261,Certificado,Educación,2025-II,Martes,7,0.4,0.0,0.5,Presencial,0,0.4406779661016949,0,0.28875987230253586,Alto,1,0.278,Alta
262,Retiro,Arquitectura,2025-I,Jueves,13,0.054545454545454536,0.75,0.3500000000000001,Presencial,0,0.01694915254237288,0,0.012950723546572656,Bajo,0,0.75,Baja
263,Constancia,Educación,2025-II,Jueves,15,0.00909090909090908,0.625,0.8500000000000001,Presencial,0,0.009661016949152543,1,0.020602436676101607,Bajo,0,2.0,Baja
264,Pago,Medicina,2025-I,Viernes,7,0.5727272727272726,0.625,0.050000000000000044,Presencial,0,0.15983050847457625,0,0.04087187542982068,Bajo,1,0.082,Alta
265,Matrícula,Arquitectura,2025-I,Martes,7,0.21818181818181817,0.625,0.0,Virtual,0,0.06542372881355933,0,0.013160657019379032,Bajo,0,0.147,Baja
266,Certificado,Educación,2025-II,Jueves,10,0.8363636363636363,0.75,0.8,Presencial,0,0.19915254237288135,1,0.18940342698296644,Alto,1,0.206,Alta
267,Pago,Administración,2025-II,Martes,10,0.3181818181818181,0.875,0.8500000000000001,Presencial,1,0.06779661016949153,1,0.07520685686156696,Bajo,1,0.489,Alta
268,Pago,Educación,2025-I,Lunes,13,0.6,0.75,0.65,Presencial,1,0.14406779661016947,0,0.11936527700359781,Medio,1,0.237,Alta
269,Certificado,Derecho,2025-II,Martes,14,0.19999999999999998,0.0,0.65,Virtual,0,0.2542372881355932,1,0.20406257465306685,Alto,1,0.562,Alta
270,Pago,Educación,2025-II,Jueves,18,0.47272727272727266,0.25,0.0,Presencial,0,0.2457627118644068,0,0.051679829736714464,Bajo,0,0.081,Baja
271,Pago,Administración,2025-I,Lunes,14,0.03636363636363635,0.75,0.25,Presencial,0,0.012711864406779662,1,0.008245318121602153,Bajo,0,0.714,Baja
272,Constancia,Educación,2025-I,Jueves,13,0.13636363636363635,0.625,0.6000000000000001,Presencial,0,0.0435593220338983,0,0.0395254055697522,Bajo,0,0.68,Baja
273,Pago,Educación,2025-II,Martes,18,0.13636363636363635,0.625,1.0,Virtual,0,0.0435593220338983,0,0.06021471126908404,Bajo,0,1.0,Baja
274,Certificado,Arquitectura,2025-I,Viernes,13,0.8818181818181817,0.0,0.4,Virtual,0,0.8898305084745763,0,0.4990552993723713,Alto,1,0.121,Alta
275,Homologación,Ingeniería,2025-I,Lunes,7,0.9545454545454545,0.75,0.8500000000000001,Presencial,0,0.22677966101694916,0,0.22451299053851556,Alto,1,0.191,Alta
276,Matrícula,Administración,2025-II,Viernes,9,0.5363636363636363,0.375,0.30000000000000004,Virtual,1,0.21694915254237288,1,0.10546623328676188,Medio,1,0.159,Alta
277,Homologación,Medicina,2025-I,Viernes,14,0.12727272727272726,0.5,0.5,Virtual,0,0.05084745762711865,1,0.03901143051564004,Bajo,0,0.625,Baja
278,Matrícula,Arquitectura,2025-I,Martes,16,0.2727272727272727,1.0,0.5,Presencial,0,0.05084745762711865,1,0.03901143051564004,Bajo,0,0.375,Baja
279,Certificado,Derecho,2025-II,Martes,9,0.9999999999999999,0.625,0.4,Virtual,0,0.2735593220338983,1,0.15690717320959324,Medio,1,0.108,Alta
280,Certificado,Derecho,2025-I,Viernes,10,0.7272727272727272,0.75,0.7000000000000001,Virtual,0,0.17372881355932202,1,0.15031236652936536,Medio,1,0.211,Alta
281,Matrícula,Arquitectura,2025-II,Lunes,9,0.8363636363636363,0.75,0.25,Presencial,0,0.19915254237288135,1,0.08787525608264139,Bajo,1,0.098,Alta
282,Certificado,Administración,2025-I,Jueves,13,0.19999999999999998,0.125,0.30000000000000004,Presencial,0,0.16389830508474576,0,0.08051310636387986,Bajo,1,0.344,Alta
283,Constancia,Educación,2025-II,Lunes,9,0.5727272727272726,0.625,0.15000000000000002,Presencial,0,0.15983050847457625,1,0.055972607301341404,Bajo,1,0.11,Alta
284,Pago,Ingeniería,2025-II,Jueves,15,0.4,1.0,0.8,Presencial,0,0.07457627118644068,1,0.07766814585309,Bajo,0,0.389,Baja
285,Constancia,Administración,2025-I,Jueves,17,0.29999999999999993,0.25,0.65,Presencial,0,0.16525423728813557,0,0.13565321885926496,Medio,0,0.419,Baja
286,Matrícula,Educación,2025-I,Miércoles,10,0.42727272727272725,1.0,0.65,Virtual,0,0.07966101694915255,1,0.06984993376236978,Bajo,0,0.316,Baja
287,Pago,Medicina,2025-II,Martes,8,0.8272727272727272,0.75,0.65,Presencial,0,0.19694915254237286,1,0.1600851316427656,Medio,1,0.178,Alta
288,Matrícula,Derecho,2025-II,Viernes,9,0.13636363636363635,0.125,0.4,Virtual,0,0.12423728813559322,1,0.073997929621613,Bajo,1,0.52,Alta
289,Matrícula,Educación,2025-I,Martes,8,0.3545454545454545,0.0,0.10000000000000003,Virtual,0,0.3983050847457627,1,0.11972723126705709,Medio,1,0.143,Alta
290,Homologación,Ingeniería,2025-II,Lunes,18,0.6272727272727272,1.0,0.8500000000000001,Presencial,0,0.11694915254237288,0,0.12139222087896974,Medio,1,0.278,Alta
291,Matrícula,Arquitectura,2025-II,Lunes,18,0.1909090909090909,0.125,0.45000000000000007,Virtual,0,0.15813559322033896,0,0.10030476548983269,Bajo,1,0.452,Alta
292,Constancia,Derecho,2025-I,Miércoles,15,0.6363636363636364,0.25,0.2,Presencial,0,0.3220338983050847,1,0.12588045374586468,Medio,1,0.112,Alta
293,Homologación,Ingeniería,2025-II,Jueves,17,0.9909090909090909,0.0,0.2,Presencial,1,0.9915254237288136,0,0.38322993506540515,Alto,1,0.076,Alta
294,Constancia,Medicina,2025-II,Martes,11,0.4818181818181818,0.125,0.15000000000000002,Virtual,1,0.3389830508474576,1,0.1171935514228422,Medio,1,0.127,Alta
295,Matrícula,Medicina,2025-II,Martes,11,0.9454545454545454,1.0,0.25,Virtual,0,0.17627118644067796,1,0.07810249096924111,Bajo,1,0.088,Alta
296,Retiro,Ingeniería,2025-II,Viernes,15,0.7272727272727272,0.0,1.0,Virtual,0,0.7457627118644068,1,0.8099740116838835,Alto,1,0.278,Alta
297,Constancia,Ingeniería,2025-II,Jueves,11,0.027272727272727268,0.0,0.75,Presencial,0,0.09322033898305085,1,0.08968502739993774,Bajo,1,1.538,Alta
298,Constancia,Medicina,2025-II,Jueves,7,0.49090909090909085,1.0,0.7000000000000001,Virtual,0,0.09152542372881357,0,0.08360419577382201,Bajo,0,0.297,Baja
299,Pago,Medicina,2025-I,Lunes,13,0.1727272727272727,0.75,0.0,Presencial,0,0.04440677966101696,0,0.00869414140829165,Bajo,0,0.172,Baja
300,Pago,Ingeniería,2025-II,Martes,9,0.8818181818181817,0.5,0.8500000000000001,Presencial,0,0.28525423728813554,1,0.27958795126647795,Alto,1,0.206,Alta
301,Pago,Derecho,2025-I,Miércoles,11,0.4999999999999999,0.25,0.7000000000000001,Presencial,0,0.2584745762711864,1,0.2190836765866265,Alto,1,0.292,Alta
302,Retiro,Arquitectura,2025-II,Viernes,18,0.1636363636363636,0.0,1.0,Presencial,0,0.22033898305084745,0,0.24894490332201624,Alto,1,0.893,Alta
303,Pago,Ingeniería,2025-II,Lunes,16,0.6272727272727272,0.25,0.30000000000000004,Virtual,0,0.3177966101694915,1,0.15284604637358024,Medio,1,0.139,Alta
304,Constancia,Administración,2025-I,Lunes,14,0.5181818181818181,1.0,0.0,Presencial,0,0.09661016949152543,1,0.01982785455229877,Bajo,0,0.075,Baja
305,Pago,Arquitectura,2025-II,Miércoles,10,0.2727272727272727,0.5,0.4,Virtual,0,0.09610169491525423,1,0.05831807092855747,Bajo,0,0.325,Baja
306,Constancia,Ingeniería,2025-I,Viernes,14,0.03636363636363635,0.375,0.15000000000000002,Presencial,0,0.03050847457627118,1,0.011792469903502991,Bajo,0,0.571,Baja
307,Retiro,Medicina,2025-I,Martes,10,0.3090909090909091,0.875,0.9000000000000001,Virtual,0,0.06593220338983051,1,0.0769731936672482,Bajo,0,0.523,Baja
308,Retiro,Derecho,2025-II,Martes,16,0.5272727272727272,0.625,0.10000000000000003,Presencial,0,0.1476271186440678,1,0.04480269873098835,Bajo,0,0.103,Baja
309,Pago,Derecho,2025-I,Viernes,11,0.0,0.5,0.7000000000000001,Presencial,0,0.011355932203389828,1,0.018503101948037847,Bajo,0,1.9,Baja
310,Homologación,Ingeniería,2025-II,Viernes,13,0.10909090909090907,0.5,0.0,Virtual,0,0.04525423728813559,0,0.008846162198944539,Bajo,0,0.227,Baja
311,Pago,Ingeniería,2025-II,Lunes,17,0.6727272727272726,0.625,0.15000000000000002,Presencial,0,0.1864406779661017,0,0.06507213748470743,Bajo,1,0.095,Alta
312,Constancia,Administración,2025-I,Jueves,8,0.3545454545454545,0.375,0.30000000000000004,Virtual,0,0.14915254237288136,1,0.07361425810234618,Bajo,0,0.224,Baja
313,Certificado,Ingeniería,2025-I,Martes,16,0.6272727272727272,0.5,0.75,Presencial,0,0.20627118644067796,1,0.18620375129398647,Alto,1,0.253,Alta
314,Matrícula,Derecho,2025-II,Martes,7,0.7,0.375,0.15000000000000002,Virtual,0,0.2779661016949152,0,0.09634498584758829,Bajo,1,0.092,Alta
315,Retiro,Administración,2025-II,Viernes,14,0.09090909090909091,1.0,0.65,Virtual,0,0.01694915254237288,1,0.02163762586959512,Bajo,0,0.9,Baja
316,Homologación,Medicina,2025-II,Miércoles,10,0.4818181818181818,0.75,0.15000000000000002,Presencial,0,0.11661016949152543,1,0.041183156096395654,Bajo,0,0.127,Baja
317,Constancia,Medicina,2025-II,Viernes,15,0.5545454545454545,0.875,0.050000000000000044,Presencial,0,0.11677966101694916,1,0.029839509479582155,Bajo,1,0.085,Alta
318,Matrícula,Derecho,2025-I,Lunes,7,0.5272727272727272,0.625,0.5,Presencial,0,0.1476271186440678,0,0.10105763035782798,Bajo,0,0.221,Baja
319,Certificado,Medicina,2025-II,Viernes,18,0.3909090909090909,0.875,0.55,Presencial,1,0.08288135593220339,0,0.06378358030679243,Bajo,1,0.302,Alta
320,Pago,Medicina,2025-II,Miércoles,9,0.09999999999999998,0.75,0.25,Virtual,0,0.02745762711864407,1,0.014579517732139367,Bajo,0,0.476,Baja
321,Constancia,Medicina,2025-II,Lunes,15,0.6818181818181818,0.25,0.15000000000000002,Presencial,0,0.3432203389830508,1,0.11864136847667928,Medio,1,0.094,Alta
